,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1897,3,0,1180000.0,3,3.4,3068.0,3.0,3.0,1.0,142.0,151.96764988779805,1995.0,31,-37.7928,145.0021,2,2954.0
1898,2,0,1405000.0,1,3.4,3068.0,2.0,1.0,0.0,219.0,151.96764988779805,1964.6842169408897,31,-37.7882,144.9984,2,2954.0
1899,2,0,880000.0,4,3.4,3068.0,2.0,1.0,0.0,100.0,151.96764988779805,1964.6842169408897,31,-37.7923,144.9858,2,2954.0
1900,2,0,1450000.0,4,3.4,3068.0,2.0,1.0,0.0,156.0,107.0,1890.0,31,-37.7892,144.9999,2,2954.0
1901,2,0,856000.0,1,3.4,3068.0,2.0,1.0,0.0,170.0,151.96764988779805,1964.6842169408897,31,-37.7936,144.995,2,2954.0
1902,2,2,885500.0,1,3.4,3068.0,2.0,2.0,2.0,0.0,136.0,2005.0,31,-37.7937,144.9983,2,2954.0
1903,3,0,1680000.0,1,3.4,3068.0,3.0,2.0,1.0,201.0,151.96764988779805,1964.6842169408897,31,-37.7884,145.0,2,2954.0
1904,2,0,730000.0,1,3.4,3068.0,2.0,1.0,1.0,103.0,151.96764988779805,1964.6842169408897,31,-37.7898,144.9957,2,2954.0
1905,3,1,825000.0,3,3.4,3068.0,3.0,3.0,1.0,67.0,119.0,2010.0,31,-37.7946,144.9989,2,2954.0
1906,2,2,533000.0,3,3.4,3068.0,2.0,1.0,1.0,0.0,151.96764988779805,1970.0,31,-37.7931,144.9938,2,2954.0
1907,2,0,1430000.0,1,3.4,3068.0,2.0,1.0,0.0,151.0,151.96764988779805,1910.0,31,-37.7912,144.9963,2,2954.0
1908,4,0,1506000.0,1,3.4,3068.0,4.0,2.0,0.0,162.0,169.0,1995.0,31,-37.7885,144.9994,2,2954.0
1909,3,0,1150000.0,4,3.4,3068.0,3.0,1.0,1.0,169.0,151.96764988779805,1964.6842169408897,31,-37.7925,144.9877,2,2954.0
1910,3,0,1360000.0,1,3.4,3068.0,3.0,1.0,0.0,118.0,118.0,1880.0,31,-37.7921,144.9858,2,2954.0
1911,2,1,640000.0,4,3.4,3068.0,2.0,1.0,1.0,0.0,151.96764988779805,1964.6842169408897,31,-37.7873,144.9961,2,2954.0
1912,2,0,850000.0,3,7.8,3058.0,2.0,1.0,1.0,371.0,93.0,1930.0,23,-37.735,144.9589,2,11204.0
1913,3,0,784000.0,1,7.8,3058.0,2.0,1.0,1.0,286.0,110.0,1890.0,23,-37.7427,144.952,2,11204.0
1914,3,0,680000.0,1,7.8,3058.0,3.0,1.0,0.0,702.0,108.0,1950.0,23,-37.7391,144.9812,2,11204.0
1915,4,0,1221000.0,1,7.8,3058.0,4.0,1.0,2.0,596.0,151.96764988779805,1964.6842169408897,23,-37.7456,144.9696,2,11204.0
1916,2,1,807000.0,1,7.8,3058.0,2.0,2.0,1.0,0.0,176.0,2010.0,23,-37.7546,144.9713,2,11204.0
1917,3,0,790000.0,1,7.8,3058.0,3.0,1.0,2.0,371.0,151.96764988779805,1964.6842169408897,23,-37.7435,144.9507,2,11204.0
1918,4,0,955000.0,1,7.8,3058.0,4.0,2.0,1.0,295.0,151.96764988779805,1964.6842169408897,23,-37.7374,144.9617,2,11204.0
1919,3,0,675000.0,0,7.8,3058.0,3.0,1.0,2.0,142.0,123.0,2005.0,23,-37.7382,144.97299999999996,2,11204.0
1920,3,0,1010000.0,1,7.8,3058.0,3.0,2.0,1.0,278.0,278.0,1964.6842169408897,23,-37.7494,144.9686,2,11204.0
1921,3,0,1202000.0,1,7.8,3058.0,3.0,2.0,2.0,423.0,140.0,1940.0,23,-37.7493,144.9559,2,11204.0
1922,3,0,1370000.0,1,7.8,3058.0,3.0,1.0,1.0,233.0,180.0,1890.0,23,-37.7549,144.9611,2,11204.0
1923,2,0,550000.0,1,7.8,3058.0,2.0,1.0,1.0,0.0,151.96764988779805,1964.6842169408897,23,-37.7358,144.9801,2,11204.0
1924,3,0,1000000.0,4,7.8,3058.0,3.0,2.0,3.0,370.0,110.0,1920.0,23,-37.744,144.9501,2,11204.0
1925,3,0,935500.0,1,7.8,3058.0,3.0,1.0,2.0,386.0,151.96764988779805,1964.6842169408897,23,-37.7364,144.96,2,11204.0
1926,8,2,2250000.0,0,7.8,3058.0,4.0,2.0,4.0,983.0,151.96764988779805,1964.6842169408897,23,-37.7517,144.9699,2,11204.0
1927,4,0,145000.0,0,7.8,3058.0,3.0,1.0,1.0,536.0,164.0,1910.0,23,-37.7555,144.9658,2,11204.0
1928,4,0,905000.0,1,7.8,3058.0,3.0,2.0,1.0,439.0,151.96764988779805,1964.6842169408897,23,-37.7363,144.9507,2,11204.0
1929,3,0,860000.0,1,7.8,3058.0,3.0,1.0,1.0,283.0,109.0,1915.0,23,-37.7416,144.9582,2,11204.0
1930,2,0,953000.0,1,7.8,3058.0,2.0,1.0,1.0,170.0,101.0,1890.0,23,-37.7508,144.9608,2,11204.0
1931,2,0,735000.0,3,7.8,3058.0,2.0,1.0,1.0,280.0,93.0,1900.0,23,-37.7429,144.952,2,11204.0
1932,3,1,550000.0,0,7.8,3058.0,3.0,2.0,2.0,0.0,168.0,1964.6842169408897,23,-37.7372,144.9764,2,11204.0
1933,3,0,1100000.0,4,7.8,3058.0,3.0,1.0,1.0,576.0,151.96764988779805,1964.6842169408897,23,-37.7432,144.9474,2,11204.0
1934,3,0,947000.0,1,7.8,3058.0,3.0,1.0,1.0,372.0,125.0,1920.0,23,-37.735,144.9581,2,11204.0
1935,2,2,500000.0,3,7.8,3058.0,2.0,1.0,1.0,0.0,74.0,1970.0,23,-37.7405,144.9644,2,11204.0
1936,3,1,865000.0,1,7.8,3058.0,3.0,2.0,2.0,263.0,151.96764988779805,2008.0,23,-37.7546,144.9713,2,11204.0
1937,2,2,466000.0,1,7.8,3058.0,2.0,1.0,1.0,0.0,62.0,1980.0,23,-37.7527,144.9522,2,11204.0
1938,3,1,740000.0,4,7.8,3058.0,3.0,2.0,1.0,255.0,164.0,2014.0,23,-37.7546,144.9713,2,11204.0
1939,3,0,812000.0,1,7.8,3058.0,3.0,1.0,1.0,370.0,130.0,1930.0,23,-37.7561,144.9718,2,11204.0
1940,3,0,766000.0,1,7.8,3058.0,3.0,1.0,0.0,378.0,124.0,1930.0,23,-37.7561,144.9716,2,11204.0
1941,3,0,825000.0,1,7.8,3058.0,2.0,1.0,1.0,374.0,118.0,1910.0,23,-37.7561,144.9715,2,11204.0
1942,4,0,1131000.0,1,7.8,3058.0,4.0,2.0,2.0,494.0,300.0,2001.0,23,-37.7359,144.9711,2,11204.0
1943,3,0,1064000.0,3,7.8,3058.0,3.0,2.0,1.0,417.0,178.0,1940.0,23,-37.7478,144.9583,2,11204.0
1944,2,1,610000.0,0,7.8,3058.0,2.0,2.0,1.0,114.0,151.96764988779805,1964.6842169408897,23,-37.7466,144.9482,2,11204.0
1945,3,0,1210000.0,1,7.8,3058.0,3.0,1.0,1.0,379.0,125.0,1925.0,23,-37.7544,144.9764,2,11204.0
1946,2,2,434000.0,1,7.8,3058.0,2.0,1.0,1.0,0.0,80.0,1965.0,23,-37.7405,144.9644,2,11204.0
1947,2,2,653000.0,3,7.8,3058.0,2.0,1.0,1.0,129.0,107.0,2012.0,23,-37.7422,144.9606,2,11204.0
1948,3,1,640000.0,1,7.8,3058.0,3.0,1.0,2.0,119.0,109.0,1995.0,23,-37.7403,144.9491,2,11204.0
1949,2,0,820000.0,1,7.8,3058.0,2.0,1.0,1.0,597.0,151.96764988779805,1960.0,23,-37.7402,144.9807,2,11204.0
1950,4,0,1250000.0,1,7.8,3058.0,4.0,1.0,2.0,613.0,151.96764988779805,1964.6842169408897,23,-37.7433,144.9762,2,11204.0
1951,5,0,1335000.0,1,7.8,3058.0,5.0,3.0,2.0,390.0,151.96764988779805,1964.6842169408897,23,-37.7376,144.9726,2,11204.0
1952,6,0,1900000.0,4,7.8,3058.0,6.0,2.0,2.0,1060.0,151.96764988779805,1964.6842169408897,23,-37.7523,144.9725,2,11204.0
1953,3,0,1090000.0,1,7.8,3058.0,3.0,1.0,1.0,464.0,151.96764988779805,1964.6842169408897,23,-37.753,144.9485,2,11204.0
1954,3,0,1130000.0,3,7.8,3058.0,3.0,1.0,2.0,735.0,127.0,1920.0,23,-37.7379,144.9623,2,11204.0
1955,4,0,1145000.0,1,7.8,3058.0,4.0,2.0,2.0,480.0,151.96764988779805,1964.6842169408897,23,-37.7402,144.9607,2,11204.0
1956,2,1,657000.0,3,7.8,3058.0,2.0,1.0,2.0,138.0,151.96764988779805,1964.6842169408897,23,-37.7427,144.9711,2,11204.0
1957,3,0,763000.0,1,7.8,3058.0,3.0,2.0,1.0,107.0,110.0,1994.0,23,-37.7517,144.963,2,11204.0
1958,2,0,903000.0,1,7.8,3058.0,2.0,1.0,1.0,253.0,94.0,1910.0,23,-37.7484,144.9521,2,11204.0
1959,3,0,1000000.0,1,7.8,3058.0,3.0,1.0,1.0,431.0,117.0,1970.0,23,-37.75,144.9695,2,11204.0
1960,4,0,1742000.0,3,7.8,3058.0,3.0,2.0,4.0,482.0,256.0,2006.0,23,-37.7529,144.9534,2,11204.0
1961,4,0,865000.0,1,7.8,3058.0,4.0,1.0,1.0,452.0,125.0,1925.0,23,-37.7525,144.94799999999995,2,11204.0
1962,2,2,485000.0,4,7.8,3058.0,2.0,2.0,1.0,0.0,96.0,1880.0,23,-37.7367,144.9701,2,11204.0
1963,3,0,1278000.0,1,7.8,3058.0,3.0,2.0,3.0,405.0,156.0,1930.0,23,-37.7464,144.959,2,11204.0
1964,3,1,590000.0,4,7.8,3058.0,3.0,2.0,2.0,0.0,109.0,2013.0,23,-37.7458,144.9751,2,11204.0
1965,4,0,1000000.0,3,7.8,3058.0,4.0,2.0,1.0,381.0,151.96764988779805,1938.0,23,-37.7337,144.9548,2,11204.0
1966,3,1,590000.0,0,7.8,3058.0,3.0,2.0,2.0,0.0,168.0,1964.6842169408897,23,-37.7372,144.9764,2,11204.0
1967,3,0,1030000.0,1,7.8,3058.0,3.0,1.0,1.0,404.0,151.96764988779805,1964.6842169408897,23,-37.7504,144.9537,2,11204.0
1968,4,0,1136000.0,1,7.8,3058.0,4.0,3.0,1.0,420.0,146.0,1920.0,23,-37.7501,144.96200000000005,2,11204.0
1969,2,1,635000.0,1,7.8,3058.0,2.0,1.0,1.0,97.0,95.0,2014.0,23,-37.7516,144.9623,2,11204.0
1970,3,0,1061000.0,1,7.8,3058.0,3.0,1.0,1.0,527.0,151.96764988779805,1964.6842169408897,23,-37.7359,144.9502,2,11204.0
1971,4,0,1155000.0,1,7.8,3058.0,4.0,1.0,2.0,370.0,151.96764988779805,1964.6842169408897,23,-37.7431,144.95600000000005,2,11204.0
1972,4,0,650000.0,0,7.8,3058.0,3.0,2.0,2.0,312.0,151.96764988779805,1964.6842169408897,23,-37.7362,144.9714,2,11204.0
1973,3,0,1286000.0,1,7.8,3058.0,3.0,2.0,2.0,435.0,151.96764988779805,1964.6842169408897,23,-37.7477,144.9483,2,11204.0
1974,3,0,885000.0,1,7.8,3058.0,3.0,1.0,2.0,255.0,151.96764988779805,1920.0,23,-37.7493,144.9701,2,11204.0
1975,4,0,1160000.0,0,7.8,3058.0,4.0,2.0,5.0,371.0,151.96764988779805,1888.0,23,-37.7436,144.96200000000005,2,11204.0
1976,4,0,1400000.0,1,7.8,3058.0,4.0,1.0,1.0,856.0,189.0,1970.0,23,-37.7432,144.9481,2,11204.0
1977,2,2,470000.0,3,7.8,3058.0,2.0,2.0,1.0,0.0,151.96764988779805,1964.6842169408897,23,-37.7379,144.9683,2,11204.0
1978,3,0,1260000.0,1,7.8,3058.0,3.0,2.0,0.0,407.0,230.0,1930.0,23,-37.7471,144.9579,2,11204.0
1979,2,0,920000.0,3,7.8,3058.0,2.0,1.0,0.0,157.0,151.96764988779805,1964.6842169408897,23,-37.7464,144.9676,2,11204.0
1980,3,0,841000.0,1,7.8,3058.0,3.0,1.0,3.0,385.0,98.0,1920.0,23,-37.734,144.9603,2,11204.0
1981,2,2,537500.0,1,7.8,3058.0,2.0,1.0,1.0,0.0,73.0,1975.0,23,-37.7435,144.9563,2,11204.0
1982,2,0,1130000.0,1,7.8,3058.0,2.0,1.0,2.0,520.0,151.96764988779805,1964.6842169408897,23,-37.7543,144.9717,2,11204.0
1983,2,1,598000.0,1,7.8,3058.0,2.0,1.0,1.0,108.0,100.0,2007.0,23,-37.7379,144.9617,2,11204.0
1984,3,0,1120000.0,1,7.8,3058.0,3.0,2.0,1.0,293.0,180.0,2006.0,23,-37.7481,144.9663,2,11204.0
1985,3,0,870000.0,1,7.8,3058.0,3.0,1.0,1.0,371.0,100.0,1980.0,23,-37.735,144.9558,2,11204.0
1986,3,0,680000.0,0,7.8,3058.0,2.0,1.0,2.0,462.0,72.0,1920.0,23,-37.7448,144.9478,2,11204.0
1987,1,0,482500.0,1,7.8,3058.0,1.0,1.0,1.0,108.0,151.96764988779805,1964.6842169408897,23,-37.7554,144.9648,2,11204.0
1988,3,0,825000.0,1,7.8,3058.0,3.0,1.0,2.0,577.0,131.0,1920.0,23,-37.7459,144.9773,2,11204.0
1989,3,0,725000.0,1,7.8,3058.0,3.0,1.0,0.0,238.0,131.0,1900.0,23,-37.7539,144.9612,2,11204.0
1990,4,0,1250000.0,4,7.8,3058.0,4.0,3.0,1.0,515.0,249.0,1900.0,23,-37.7537,144.9766,2,11204.0
1991,2,0,1008000.0,1,7.8,3058.0,2.0,1.0,3.0,457.0,89.0,1940.0,23,-37.7505,144.9725,2,11204.0
1992,2,1,599000.0,1,7.8,3058.0,2.0,2.0,1.0,76.0,151.96764988779805,1964.6842169408897,23,-37.7474,144.9621,2,11204.0
1993,2,0,860000.0,1,7.8,3058.0,2.0,1.0,1.0,483.0,151.96764988779805,1964.6842169408897,23,-37.7509,144.9696,2,11204.0
1994,4,0,990000.0,3,7.8,3058.0,4.0,1.0,1.0,488.0,142.0,1930.0,23,-37.7537,144.9532,2,11204.0
1995,2,2,451000.0,1,7.8,3058.0,2.0,1.0,1.0,0.0,72.0,1970.0,23,-37.751999999999995,144.954,2,11204.0
1996,2,0,635000.0,1,7.8,3058.0,2.0,2.0,3.0,339.0,149.0,1920.0,23,-37.7404,144.9559,2,11204.0
1997,5,0,1020000.0,0,7.8,3058.0,5.0,2.0,4.0,381.0,286.0,1985.0,23,-37.7492,144.969,2,11204.0
1998,3,0,967000.0,1,7.8,3058.0,3.0,1.0,1.0,169.0,151.96764988779805,1964.6842169408897,23,-37.7494,144.9681,2,11204.0
1999,3,0,1025000.0,4,7.8,3058.0,3.0,1.0,3.0,336.0,112.0,1950.0,23,-37.7408,144.9558,2,11204.0
2000,3,0,700000.0,3,7.8,3058.0,3.0,1.0,1.0,138.0,102.0,2000.0,23,-37.7406,144.9555,2,11204.0
2001,3,0,1130000.0,1,7.8,3058.0,3.0,1.0,3.0,206.0,80.0,1945.0,23,-37.7382,144.9563,2,11204.0
2002,3,0,835000.0,2,7.8,3058.0,3.0,1.0,2.0,385.0,151.96764988779805,1964.6842169408897,23,-37.7376,144.9638,2,11204.0
2003,4,0,1075000.0,1,7.8,3058.0,4.0,1.0,4.0,531.0,187.0,1925.0,23,-37.7473,144.9528,2,11204.0
2004,3,0,845000.0,1,7.8,3058.0,3.0,1.0,1.0,221.0,151.96764988779805,1980.0,23,-37.74800000000001,144.9603,2,11204.0
2005,3,1,600000.0,1,7.8,3058.0,3.0,1.0,1.0,102.0,95.0,1976.0,23,-37.736,144.9665,2,11204.0
2006,4,0,1461000.0,1,7.8,3058.0,4.0,2.0,2.0,571.0,151.96764988779805,1964.6842169408897,23,-37.7535,144.9779,2,11204.0
2007,4,0,1150000.0,0,7.8,3058.0,4.0,2.0,2.0,43.0,205.0,1930.0,23,-37.7456,144.9469,2,11204.0
2008,2,2,515000.0,1,7.8,3058.0,2.0,1.0,2.0,0.0,70.0,1970.0,23,-37.7474,144.9608,2,11204.0
2009,3,0,770000.0,0,7.8,3058.0,4.0,1.0,2.0,408.0,151.96764988779805,1970.0,23,-37.7366,144.9564,2,11204.0
2010,2,0,472000.0,1,7.8,3058.0,2.0,1.0,1.0,500.0,69.0,1975.0,23,-37.747,144.9515,2,11204.0
2011,2,0,901000.0,1,7.8,3058.0,2.0,1.0,1.0,545.0,107.0,1940.0,23,-37.7445,144.9471,2,11204.0
2012,2,0,642000.0,1,7.8,3058.0,2.0,1.0,0.0,167.0,151.96764988779805,1964.6842169408897,23,-37.7477,144.9647,2,11204.0
2013,2,0,605000.0,1,7.8,3058.0,2.0,1.0,1.0,0.0,13.0,1969.0,23,-37.7519,144.9721,2,11204.0
2014,3,1,687000.0,1,7.8,3058.0,3.0,1.0,1.0,116.0,140.0,1995.0,23,-37.7454,144.9487,2,11204.0
2015,4,0,975000.0,0,7.8,3058.0,4.0,2.0,2.0,307.0,203.0,1996.0,23,-37.74800000000001,144.9602,2,11204.0
2016,3,0,985000.0,1,7.8,3058.0,3.0,1.0,1.0,309.0,151.96764988779805,1880.0,23,-37.7434,144.9697,2,11204.0
2017,3,0,835000.0,1,7.8,3058.0,3.0,1.0,1.0,459.0,151.96764988779805,1964.6842169408897,23,-37.7388,144.9529,2,11204.0
2018,3,0,951000.0,3,7.8,3058.0,3.0,2.0,0.0,342.0,151.96764988779805,1964.6842169408897,23,-37.743,144.95600000000005,2,11204.0
2019,3,0,1370000.0,1,7.8,3058.0,3.0,1.0,1.0,563.0,130.0,1930.0,23,-37.7493,144.97799999999995,2,11204.0
2020,2,0,700000.0,4,7.8,3058.0,2.0,1.0,2.0,381.0,92.0,1925.0,23,-37.74,144.9516,2,11204.0
2021,3,1,810000.0,1,7.8,3058.0,3.0,2.0,1.0,213.0,131.0,2010.0,23,-37.7461,144.9584,2,11204.0
2022,2,2,445000.0,3,7.8,3058.0,2.0,1.0,1.0,0.0,151.96764988779805,2007.0,23,-37.7336,144.9597,2,11204.0
2023,4,0,838000.0,1,7.8,3058.0,4.0,1.0,1.0,576.0,147.0,1960.0,23,-37.7369,144.9637,2,11204.0
2024,2,0,810000.0,1,7.8,3058.0,2.0,1.0,1.0,370.0,151.96764988779805,1964.6842169408897,23,-37.7489,144.9598,2,11204.0
2025,4,0,1150000.0,0,7.8,3058.0,4.0,1.0,2.0,633.0,164.0,1990.0,23,-37.7531,144.9504,2,11204.0
2026,4,0,931000.0,3,7.8,3058.0,3.0,1.0,1.0,412.0,160.0,1920.0,23,-37.7432,144.9768,2,11204.0
2027,1,2,241000.0,1,7.8,3058.0,1.0,1.0,1.0,0.0,62.0,1976.0,23,-37.7463,144.9635,2,11204.0
2028,4,0,1331000.0,1,7.8,3058.0,3.0,2.0,2.0,394.0,151.96764988779805,1964.6842169408897,23,-37.7534,144.9679,2,11204.0
2029,1,0,1007000.0,3,7.8,3058.0,1.0,2.0,0.0,807.0,1.0,1964.6842169408897,23,-37.7373,144.9825,2,11204.0
2030,2,0,981000.0,1,7.8,3058.0,2.0,1.0,1.0,263.0,114.0,1910.0,23,-37.7493,144.97,2,11204.0
2031,2,1,570000.0,1,7.8,3058.0,2.0,1.0,1.0,0.0,86.0,1900.0,23,-37.7367,144.9701,2,11204.0
2032,2,0,500000.0,1,7.8,3058.0,2.0,1.0,1.0,113.0,70.0,1970.0,23,-37.7424,144.961,2,11204.0
2033,3,0,830000.0,0,7.8,3058.0,3.0,2.0,0.0,559.0,151.96764988779805,1964.6842169408897,23,-37.7384,144.9617,2,11204.0
2034,3,0,1194500.0,1,7.8,3058.0,2.0,1.0,2.0,537.0,151.96764988779805,1964.6842169408897,23,-37.7443,144.9494,2,11204.0
2035,2,2,425000.0,1,7.8,3058.0,2.0,2.0,1.0,0.0,151.96764988779805,1964.6842169408897,23,-37.7363,144.9723,2,11204.0
2036,2,0,645000.0,3,7.8,3058.0,2.0,1.0,1.0,702.0,151.96764988779805,1964.6842169408897,23,-37.7517,144.9795,2,11204.0
2037,4,0,895000.0,1,9.2,3058.0,4.0,2.0,2.0,661.0,151.96764988779805,1964.6842169408897,23,-37.7246,144.9828,2,3445.0
2038,3,0,655000.0,3,9.2,3058.0,3.0,1.0,0.0,404.0,98.0,1950.0,23,-37.7305,144.9803,2,3445.0
2039,3,1,631000.0,1,9.2,3058.0,3.0,1.0,1.0,178.0,120.0,2012.0,23,-37.7297,144.9645,2,3445.0
2040,2,1,600000.0,1,9.2,3058.0,2.0,1.0,1.0,145.0,105.0,2010.0,23,-37.7295,144.9641,2,3445.0
2041,4,0,820000.0,3,9.2,3058.0,4.0,1.0,3.0,498.0,151.96764988779805,1964.6842169408897,23,-37.7329,144.9721,2,3445.0
2042,3,0,715000.0,3,9.2,3058.0,3.0,2.0,2.0,173.0,120.0,2010.0,23,-37.7308,144.9832,2,3445.0
2043,3,0,735000.0,3,9.2,3058.0,3.0,1.0,1.0,427.0,151.96764988779805,1964.6842169408897,23,-37.7303,144.9773,2,3445.0
2044,3,0,864000.0,1,9.2,3058.0,3.0,1.0,2.0,565.0,115.0,1950.0,23,-37.7283,144.969,2,3445.0
2045,3,0,700000.0,1,9.2,3058.0,3.0,1.0,2.0,626.0,108.0,1950.0,23,-37.7201,144.9696,2,3445.0
2046,4,0,735000.0,3,9.2,3058.0,4.0,2.0,2.0,302.0,151.96764988779805,1964.6842169408897,23,-37.7271,144.9842,2,3445.0
2047,2,1,591000.0,1,9.2,3058.0,2.0,1.0,1.0,0.0,86.0,2008.0,23,-37.721,144.9527,2,3445.0
2048,3,0,860000.0,1,9.2,3058.0,2.0,1.0,3.0,586.0,145.0,1950.0,23,-37.7205,144.9659,2,3445.0
2049,2,0,765000.0,1,9.2,3058.0,2.0,1.0,2.0,563.0,116.0,1925.0,23,-37.723,144.96,2,3445.0
2050,3,0,625000.0,1,9.2,3058.0,3.0,1.0,2.0,104.0,138.0,2014.0,23,-37.7307,144.9826,2,3445.0
2051,2,0,745000.0,3,9.2,3058.0,2.0,1.0,3.0,526.0,90.0,1940.0,23,-37.732,144.9832,2,3445.0
2052,4,0,1050000.0,0,9.2,3058.0,4.0,3.0,2.0,501.0,258.0,2016.0,23,-37.7266,144.9823,2,3445.0
2053,3,0,782000.0,1,9.2,3058.0,3.0,1.0,3.0,576.0,151.96764988779805,1964.6842169408897,23,-37.7269,144.9654,2,3445.0
2054,2,0,935000.0,1,9.2,3058.0,2.0,1.0,2.0,833.0,107.0,1960.0,23,-37.7297,144.9654,2,3445.0
2055,4,0,1009000.0,1,9.2,3058.0,4.0,1.0,2.0,590.0,151.96764988779805,1950.0,23,-37.7197,144.9585,2,3445.0
2056,2,0,820000.0,3,9.2,3058.0,2.0,1.0,4.0,629.0,120.0,1960.0,23,-37.7276,144.9688,2,3445.0
2057,3,0,780000.0,1,9.2,3058.0,3.0,1.0,2.0,307.0,96.0,1950.0,23,-37.7215,144.9533,2,3445.0
2058,3,0,707000.0,1,9.2,3058.0,3.0,2.0,3.0,556.0,129.0,1950.0,23,-37.7305,144.9605,2,3445.0
2059,3,0,772000.0,1,9.2,3058.0,3.0,1.0,1.0,367.0,151.96764988779805,1964.6842169408897,23,-37.728,144.963,2,3445.0
2060,3,0,745000.0,1,9.2,3058.0,3.0,1.0,3.0,473.0,151.96764988779805,1964.6842169408897,23,-37.7316,144.9789,2,3445.0
2061,2,2,532500.0,1,9.2,3058.0,2.0,1.0,1.0,168.0,151.96764988779805,1970.0,23,-37.73,144.9629,2,3445.0
2062,3,0,750000.0,1,9.2,3058.0,3.0,2.0,2.0,310.0,151.96764988779805,1964.6842169408897,23,-37.7305,144.9809,2,3445.0
2063,3,0,815000.0,1,9.2,3058.0,3.0,2.0,2.0,376.0,151.96764988779805,1964.6842169408897,23,-37.7295,144.982,2,3445.0
2064,3,0,637000.0,1,9.2,3058.0,3.0,1.0,4.0,498.0,97.0,1950.0,23,-37.7323,144.9833,2,3445.0
2065,4,0,950000.0,1,9.2,3058.0,4.0,2.0,2.0,298.0,231.0,2013.0,23,-37.7308,144.9836,2,3445.0
2066,3,0,780000.0,1,9.2,3058.0,3.0,1.0,2.0,677.0,151.96764988779805,1964.6842169408897,23,-37.7297,144.9648,2,3445.0
2067,3,0,860000.0,0,9.2,3058.0,3.0,2.0,3.0,472.0,134.0,1970.0,23,-37.734,144.9728,2,3445.0
2068,5,0,1172000.0,1,9.2,3058.0,5.0,3.0,2.0,425.0,37.0,2014.0,23,-37.7302,144.9816,2,3445.0
2069,2,0,530000.0,1,9.2,3058.0,2.0,1.0,1.0,332.0,151.96764988779805,1964.6842169408897,23,-37.7187,144.9564,2,3445.0
2070,2,1,570000.0,1,9.2,3058.0,2.0,2.0,2.0,186.0,151.96764988779805,1964.6842169408897,23,-37.7263,144.9843,2,3445.0
2071,3,0,2000000.0,1,9.2,3058.0,4.0,1.0,1.0,973.0,151.96764988779805,1964.6842169408897,23,-37.7284,144.9843,2,3445.0
2072,3,0,650000.0,3,9.2,3058.0,3.0,1.0,1.0,407.0,95.0,1930.0,6,-37.7351,144.9833,2,3445.0
2073,4,0,792000.0,3,9.2,3058.0,4.0,2.0,1.0,320.0,131.0,1950.0,23,-37.7242,144.9612,2,3445.0
2074,3,0,720000.0,1,9.2,3058.0,3.0,1.0,2.0,499.0,105.0,1970.0,23,-37.7236,144.9576,2,3445.0
2075,3,0,970000.0,1,9.2,3058.0,3.0,1.0,2.0,575.0,129.0,1960.0,23,-37.7307,144.9704,2,3445.0
2076,2,1,750000.0,1,1.6,3066.0,2.0,1.0,1.0,115.0,151.96764988779805,1964.6842169408897,31,-37.7968,144.9891,2,4553.0
2077,2,0,890000.0,1,1.6,3066.0,2.0,1.0,1.0,178.0,70.0,1900.0,31,-37.7974,144.9915,2,4553.0
2078,2,2,1260000.0,1,1.6,3066.0,2.0,1.0,1.0,0.0,129.0,1900.0,31,-37.8042,144.9845,2,4553.0
2079,2,2,855000.0,1,1.6,3066.0,2.0,1.0,1.0,2886.0,122.0,1830.0,31,-37.8042,144.9845,2,4553.0
2080,3,0,1260000.0,1,1.6,3066.0,3.0,1.0,0.0,167.0,151.96764988779805,1900.0,31,-37.7962,144.9866,2,4553.0
2081,2,0,1320000.0,1,1.6,3066.0,2.0,2.0,1.0,0.0,151.96764988779805,1964.6842169408897,31,-37.7969,144.9885,2,4553.0
2082,2,0,1430000.0,1,1.6,3066.0,2.0,1.0,0.0,231.0,151.96764988779805,1964.6842169408897,31,-37.7969,144.9905,2,4553.0
2083,3,1,1125000.0,3,1.6,3066.0,3.0,2.0,2.0,0.0,151.0,2000.0,31,-37.8083,144.9908,2,4553.0
2084,3,2,950000.0,1,1.6,3066.0,3.0,2.0,1.0,15900.0,151.96764988779805,1964.6842169408897,31,-37.8035,144.985,2,4553.0
2085,2,2,910000.0,1,1.6,3066.0,2.0,1.0,1.0,0.0,97.0,1880.0,31,-37.8035,144.985,2,4553.0
2086,1,2,452000.0,3,1.6,3066.0,1.0,1.0,1.0,816.0,53.0,2000.0,31,-37.802,144.9848,2,4553.0
2087,1,2,440000.0,4,1.6,3066.0,1.0,1.0,1.0,2773.0,151.96764988779805,2010.0,31,-37.802,144.9854,2,4553.0
2088,1,2,415000.0,3,1.6,3066.0,1.0,1.0,1.0,3701.0,62.0,2005.0,31,-37.809,144.9911,2,4553.0
2089,2,0,1015000.0,1,1.6,3066.0,2.0,1.0,0.0,117.0,151.96764988779805,1964.6842169408897,31,-37.7948,144.9861,2,4553.0
2090,1,2,372000.0,3,1.6,3066.0,1.0,1.0,1.0,0.0,65.0,2005.0,31,-37.809,144.9911,2,4553.0
2091,3,2,1326000.0,1,1.6,3066.0,3.0,2.0,1.0,0.0,190.0,2013.0,31,-37.8032,144.9842,2,4553.0
